0,0,0,0,0,0,0,0,0,0
0.2172404823574572,0.21541294447949358,0.21579001696166097,0.21662405837134807,0.2168154859937074,0.21483097624921202,0.21299794205043546,0.2172404823574572,0.21654975818591055,0.21162744095924607
0.20470030356034338,0.2030476165172142,0.20330501674723672,0.20409170442887714,0.2043303798315223,0.2022557324397137,0.20215650871324284,0.20470030356034338,0.20400999019968744,0.19947850859367774
0.18452074476075234,0.18303820287202194,0.1831999248190338,0.18394325811780218,0.1842056845023099,0.1821903410740371,0.18320377481166425,0.18452074476075234,0.1841846319213884,0.1799060655665572
0.15664195415199958,0.15533294933820097,0.1554195064699141,0.15612275933821784,0.15638341354095014,0.15460249134057,0.15618656532444242,0.15664195415199958,0.15658067294289557,0.15283247063664832
0.1230110599584547,0.12187577636412567,0.12191073054938868,0.12257699819838591,0.12280906168364429,0.12142580115472633,0.12314163564223476,0.1230110599584547,0.12307862061525066,0.12013176797441436
0.08439713760149962,0.08344181340328458,0.08344894465405626,0.08407585635364538,0.08425313464041173,0.08339700958971398,0.08494341005145783,0.08439713760149962,0.08452281268283773,0.08253791581079867
0.043396756722301366,0.04262615308717978,0.04263179820438925,0.043209365749702036,0.043311207042789596,0.043031238095140006,0.044239156770649865,0.043396756722301366,0.04354827931930062,0.04257273200210639
-0.0003832658604358628,-0.0009515621055068368,-0.0009172227820172878,-0.0004155509145015332,-0.0004064961840881936,-0.00010846337050244995,0.0006860789623641009,-0.0003832658604358628,-0.0002200285838969587,-0.00015159981525166705
-0.04327288559549704,-0.04362553457308705,-0.04352891330756038,-0.0431450686599267,-0.043232035193855024,-0.04244044720436667,-0.042033754394180146,-0.04327288559549704,-0.04310543072616398,-0.042049222963782426
-0.08452807382183587,-0.08464143125511099,-0.0844438456693322,-0.08424353376267556,-0.08441932587496619,-0.08324315910736566,-0.08315653744844514,-0.08452807382183587,-0.08436019849112605,-0.08238446674038795
